lat,lon,id,Year,species,speciesHeb,ID_Year,geometry
32.11355476190476,34.80851261904762,769,2017,Acacia raddiana,שיטה סלילנית,769_2017,"POLYGON ((34.80872452806528 32.11355542482445, 34.80872358391596 32.11353774381838, 34.80872060805596 32.11352022671348, 34.80871562914557 32.11350304220893, 34.80870869513549 32.11348635580069, 34.80869987280494 32.1134703281877, 34.80868924711854 32.11345511372422, 34.80867692040804 32.11344085893347, 34.80866301138675 32.11342770109638, 34.80864765400629 32.11341576692962, 34.80863099616654 32.11340517136529, 34.80861319829126 32.11339601644394, 34.8085944317832 32.11338839033206, 34.80857487737335 32.11338236647286, 34.80855472338046 32.11337800287911, 34.80853416389751 32.1133753415743, 34.8085133969224 32.11337440818816, 34.80849262245129 32.11337521170962, 34.80847204055255 32.11337774440035, 34.80845184943995 32.11338198186931, 34.80843224356393 32.11338788330757, 34.80841341173883 32.11339539188133, 34.80839553532469 32.11340443527935, 34.80837878648057 32.11341492640913, 34.80836332650664 32.11342676423588, 34.80834930429075 32.1134398347553, 34.80833685487462 32.11345401209167, 34.80832609815324 32.11346915970991, 34.80831713772025 32.11348513173068, 34.80831005987028 32.11350177433507, 34.80830493276775 32.113518927246, 34.80830180579051 32.11353642527181, 34.80830070905419 32.11355409989712, 34.80830165312211 32.11357178090565, 34.80830462890356 32.11358929801963, 34.80830960774126 32.11360648253953, 34.80831654168734 32.11362316896879, 34.80832536396502 32.11363919660769, 34.80833598961171 32.11365441110095, 34.80834831629721 32.11366866592421, 34.80836222530912 32.11368182379529, 34.80837758269624 32.11369375799621, 34.80839424055839 32.11370435359358, 34.80841203847097 32.11371350854557, 34.80843080502978 32.1137211346845, 34.8084503595019 32.11372715856614, 34.80847051356616 32.11373152217684, 34.80849107312688 32.11373418349243, 34.80851184018313 32.11373511688282, 34.80853261473565 32.11373431335891, 34.80855319671294 32.11373178065911, 34.80857338789821 32.1137275431748, 34.80859299383825 32.11372164171552, 34.80861182571621 32.11371413311584, 34.80862970217005 32.11370508968805, 34.80864645103919 32.11369459852575, 34.80866191102249 32.11368276066502, 34.80867593323173 32.11366969011141, 34.80868838262546 32.11365551274204, 34.80869913930955 32.11364036509313, 34.80870809969177 32.11362439304531, 34.80871517747948 32.11360775041851, 34.80872030451063 32.11359059749063, 34.8087234314101 32.11357309945402, 34.80872452806528 32.11355542482445))"
32.10547547619048,34.8032505952381,1243,2018,Acacia saligna,שיטה כחלחלה,1243_2018,"POLYGON ((34.80346248545893 32.10547614776574, 34.80346154238998 32.10545846670674, 34.80345856778098 32.10544094946606, 34.80345359028016 32.10542376474423, 34.80344665782463 32.10540707803925, 34.80343783717866 32.10539105005294, 34.80342721329063 32.10537583514316, 34.80341488847495 32.10536157983739, 34.80340098142673 32.10534842142157, 34.80338562607857 32.10533648661793, 34.80336897031076 32.10532589036467, 34.80335117452713 32.10531673470903, 34.80333241011026 32.10530910782452, 34.80331285777104 32.10530308316183, 34.80329270580827 32.10529871874143, 34.80327214829534 32.10529605659484, 34.80325138321122 32.10529512235981, 34.80323061053385 32.1052959250335, 34.8032100303143 32.10529845688571, 34.8031898407502 32.10530269353352, 34.80317023627707 32.10530859417585, 34.80315140569574 32.10531610198663, 34.80313353035426 32.10532514466191, 34.80311678240137 32.10533563511621, 34.80310132312865 32.10534747232116, 34.80308730141721 32.10536054227853, 34.80307485230389 32.10537471911798, 34.80306409568079 32.10538986630922, 34.80305513514059 32.10540583797701, 34.80304805697894 32.10542248030584, 34.80304292936329 32.1054396330213, 34.8030398016764 32.1054571309336, 34.80303870404075 32.10547480552845, 34.80303964702831 32.1054924865899, 34.8030426215588 32.10551000383962, 34.80304759898696 32.10552718857679, 34.80305453137849 32.10554387530277, 34.80306335197162 32.105559903315, 34.80307397581995 32.10557511825454, 34.80308630061059 32.10558937359279, 34.80310020764944 32.1056025320426, 34.80311556300423 32.10561446688039, 34.80313221879441 32.10562506316668, 34.8031500146153 32.10563421885296, 34.80316877908288 32.10564184576451, 34.80318833148433 32.10564787044963, 34.80320848351845 32.10565223488699, 34.8032290411091 32.1056548970444, 34.80324980627434 32.1056558312837, 34.80327057903308 32.10565502860756, 34.80329115933116 32.10565249674628, 34.80331134896792 32.10564826008315, 34.80333095350503 32.10564235941978, 34.80334978413924 32.10563485158313, 34.80336765952042 32.10562580887808, 34.80338440749833 32.10561531839129, 34.80339986678042 32.10560348115235, 34.80341388848524 32.10559041116083, 34.80342633757619 32.10557623428836, 34.80343709416204 32.10556108706646, 34.80344605465149 32.10554511537164, 34.80345313275092 32.10552847302037, 34.80345826029524 32.10551132028797, 34.80346138790438 32.10549382236486, 34.80346248545893 32.10547614776574))"
32.106261217948706,34.80520583333333,560,2017,Acacia saligna,שיטה כחלחלה,560_2017,"POLYGON ((34.80541772541937 32.10626188626745, 34.80541678196708 32.1062442052221, 34.80541380696049 32.10622668802632, 34.80540882905164 32.10620950338015, 34.80540189618155 32.1061928167809, 34.8053930751185 32.10617678892939, 34.8053824508149 32.10616157418216, 34.80537012558917 32.10614731906513, 34.80535621814031 32.10613416086242, 34.80534086240483 32.10612222629421, 34.80532420626675 32.10611163029643, 34.80530641013343 32.10610247491383, 34.80528764539085 32.10609484831735, 34.80526809275304 32.10608882395487, 34.80524794052163 32.106084459844, 34.80522738277265 32.10608179801321, 34.80520661748731 32.10608086409729, 34.80518584464551 32.10608166709025, 34.80516526429989 32.10608419925891, 34.80514507464931 32.10608843621719, 34.80512547013008 32.10609433716112, 34.80510663954353 32.10610184526166, 34.80508876423772 32.10611088821211, 34.80507201636108 32.1061213789243, 34.80505655720442 32.10613321636744, 34.80504253564776 32.10614628654091, 34.80503008672643 32.10616046357237, 34.80501933033069 32.10617561092968, 34.80501037005106 32.10619158273595, 34.80500329218061 32.10620822517436, 34.80499816488403 32.10622537796945, 34.80499503754103 32.10624287593066, 34.80499394027073 32.10626055054324, 34.80499488364163 32.10627823159104, 34.80499785856969 32.1062957487959, 34.8050028364059 32.1063129334574, 34.80500976921198 32.10632962007765, 34.80501859022218 32.10634564795507, 34.80502921448608 32.10636086273205, 34.8050415396868 32.10637511788159, 34.80505544712628 32.10638827611829, 34.8050708028684 32.10640021072067, 34.80508745902887 32.10641080675148, 34.80510525519944 32.10641996216468, 34.80512401999275 32.10642758878822, 34.80514357269281 32.10643361317314, 34.80516372499556 32.10643797730096, 34.80518428282227 32.10644063914255, 34.80520504818872 32.10644157306275, 34.8052258211119 32.10644077006732, 34.80524640153605 32.10643823788962, 34.80526659125928 32.10643400091598, 34.80528619584251 32.10642809995103, 34.80530502648191 32.1064205918246, 34.80532290182742 32.10641154884439, 34.80533964972908 32.10640105809969, 34.80535510889511 32.10638922062257, 34.80536913044514 32.10637615041493, 34.80538157934408 32.10636197335046, 34.80539233570256 32.10634682596251, 34.80540129593148 32.1063308541292, 34.80540837373968 32.10631421166836, 34.80541350096491 32.10629705885632, 34.80541662823018 32.10627956088429, 34.80541772541937 32.10626188626745))"
32.112071,34.808009,91,2018,Acer obtusifolium,אדר סורי,91_2018,"POLYGON ((34.80822090557709 32.11207166373531, 34.80821996153698 32.11205398272222, 34.80821698581831 32.11203646560255, 34.80821200707996 32.11201928107558, 34.80820507327098 32.11200259463749, 34.80819625116865 32.1119865669875, 34.8081856257354 32.11197135248024, 34.80817329930055 32.11195709763934, 34.80815939057474 32.11194393974625, 34.80814403350675 32.11193200551814, 34.80812737599344 32.11192140988769, 34.80810957845545 32.11191225489612, 34.80809081229226 32.11190462871058, 34.80807125823156 32.111898604775, 34.80805110458873 32.11189424110287, 34.80803054545337 32.11189157971847, 34.80800977882004 32.11189064625224, 34.80798900468161 32.11189144969391, 34.80796842310323 32.11189398230594, 34.80794823229561 32.11189821969803, 34.80792862670621 32.11190412106198, 34.80790979514668 32.11191162956472, 34.80789191897443 32.11192067289566, 34.80787517034624 32.111931163963, 34.80785971056018 32.11194300173252, 34.80784568850229 32.11195607220046, 34.80783323921278 32.11197024949161, 34.8078224825854 32.11198539707138, 34.80781352221292 32.11200136906071, 34.80780644438934 32.11201801164101, 34.80780131727887 32.11203516453548, 34.8077981902594 32.1120526625526, 34.80779709344699 32.11207033717703, 34.80779803740568 32.11208801819257, 34.80780101304582 32.11210553532133, 34.8078059917115 32.11212271986364, 34.80781292545648 32.11213940632275, 34.80782174750594 32.11215543399865, 34.80783237289948 32.11217064853568, 34.80784469930933 32.11218490340906, 34.80785860802577 32.11219806133619, 34.8078739651004 32.11220999559846, 34.80789062263611 32.11222059126194, 34.80790842021138 32.11222974628414, 34.80792718642531 32.11223737249674, 34.80794674054827 32.11224339645474, 34.80796689426248 32.11224776014382, 34.8079874534756 32.11225042153902, 34.80800822019008 32.11225135500951, 34.8080289944099 32.11225055156537, 34.80804957606684 32.11224801894426, 34.80806976694713 32.11224378153683, 34.80808937260051 32.11223788015187, 34.80810820421292 32.11223037162323, 34.80812608042486 32.11222132826251, 34.80814282907807 32.11221083716264, 34.8081582888735 32.11219899935914, 34.80817231092474 32.11218592885702, 34.80818476019187 32.11217175153283, 34.80819551678196 32.11215660392245, 34.80820447710368 32.11214063190607, 34.808211554865 32.11212398930332, 34.80821668190411 32.11210683639194, 34.80821980884581 32.11208933836402, 34.80822090557709 32.11207166373531))"
32.124288,34.802305,11026,2017,Albizia lebbeck,אלביציה צהבה,11026_2017,"POLYGON ((34.80251693365979 32.12428867350576, 34.80251599062034 32.12427099249209, 34.8025130156222 32.12425347527773, 34.80250803731739 32.12423629056288, 34.80250110365077 32.12421960384552, 34.80249228139822 32.12420357582759, 34.80248165552364 32.12418836086724, 34.80246932836059 32.12417410549244, 34.80245541862674 32.12416094698979, 34.80244006028057 32.12414901208237, 34.80242340123124 32.12413841570938, 34.80240560191421 32.12412925991917, 34.80238683374606 32.12412163288663, 34.80236727747379 32.1241156080638, 34.80234712143412 32.12411124347272, 34.80232655973967 32.12410858114655, 34.80230579040968 32.12410764672478, 34.802285013463 32.12410844920633, 34.80226442899181 32.12411098086292, 34.80224423523468 32.12411521731344, 34.80222462666747 32.12412111775878, 34.80220579213051 32.12412862537471, 34.80218791300991 32.12413766785916, 34.8021711614908 32.1241481581285, 34.80215569889909 32.12415999515618, 34.80214167414788 32.12417306494562, 34.80212922230331 32.12418724162813, 34.8021184632837 32.12420238867493, 34.8021095007049 32.12421836021218, 34.80210242088214 32.12423500242559, 34.80209729199886 32.12425215504189, 34.80209416345008 32.12426965287226, 34.80209306536653 32.12428732740314, 34.80209400832454 32.12430500841926, 34.80209698324408 32.1243225256427, 34.80210196147615 32.12433971037289, 34.80210889507874 32.12435639711127, 34.80211771727836 32.12437242515514, 34.80212834311319 32.12438764014527, 34.80214067025121 32.12440189555259, 34.80215457997566 32.12441505408924, 34.80216993832846 32.12442698903084, 34.80218659740017 32.12443758543688, 34.80220439675451 32.12444674125774, 34.80222316497342 32.12445436831737, 34.80224272130798 32.12446039316262, 34.80226287741907 32.12446475777067, 34.80228343919131 32.12446742010766, 34.80230420860249 32.12446835453373, 34.80232498563062 32.1244675520497, 34.80234557018041 32.12446502038407, 34.80236576401026 32.1244607839182, 34.80238537264151 32.12445488345185, 34.8024042072314 32.12444737581001, 34.80242208639174 32.12443833329578, 34.80243883793591 32.1244278429939, 34.80245430053698 32.12441600593221, 34.80246832528157 32.12440293610858, 34.80248077710377 32.12438875939301, 34.80249153608607 32.12437361231556, 34.80250049861411 32.12435764075125, 34.80250757837459 32.12434099851539, 34.80251270718645 32.12432384588212, 34.80251583565743 32.12430634804095, 34.80251693365979 32.12428867350576))"
32.113015,34.805325,14,2017,Albizia lebbeck,אלביציה צהובה,14_2017,"POLYGON ((34.80553690768866 32.11301566824358, 34.80553596415844 32.11299798721722, 34.80553298892436 32.11298047004095, 34.80552801064072 32.11296328541465, 34.80552107725215 32.11294659883543, 34.80551225553189 32.11293057100388, 34.8055016304387 32.1129153562764, 34.8054893042986 32.11290110117869, 34.80547539581942 32.1128879429947, 34.80546003894756 32.11287600844442, 34.80544338157797 32.11286541246363, 34.80542558412992 32.11285625709687, 34.80540681800204 32.11284863051496, 34.80538726392165 32.11284260616566, 34.80536711020434 32.11283824206638, 34.80534655094041 32.11283558024555, 34.80532578412567 32.11283464633784, 34.80530500975475 32.11283544933717, 34.80528442789501 32.11283798151032, 34.8052642367599 32.11284221847117, 34.80524463080001 32.11284811941569, 34.80522579883056 32.11285562751485, 34.80520792221293 32.11286467046198, 34.80519117310816 32.11287516116891, 34.80517571281892 32.11288699860491, 34.80516169023612 32.11290006876951, 34.80514924040496 32.11291424579032, 34.80513848322448 32.11292939313538, 34.80512952229275 32.11294536492794, 34.80512244390913 32.11296200735125, 34.80511731624325 32.11297916013002, 34.80511418867838 32.11299665807386, 34.80511309133577 32.11301433266819, 34.8051140347846 32.11303201369702, 34.80511700994012 32.11304953088236, 34.80512198815108 32.11306671552401, 34.80512892147564 32.11308340212424, 34.80513774314302 32.11309942998168, 34.8051483681965 32.11311464473895, 34.80516069431157 32.11312889986914, 34.80517460278138 32.11314205808713, 34.80518995965988 32.11315399267159, 34.80520661705185 32.11316458868545, 34.80522441453717 32.11317374408282, 34.80524318071581 32.11318137069178, 34.80526273485845 32.11318739506352, 34.80528288864713 32.11319175917976, 34.80530344798882 32.11319442101139, 34.80532421488471 32.11319535492337, 34.80534498933704 32.11319455192157, 34.80536557127534 32.11319201973937, 34.80538576248313 32.11318778276318, 34.80540536850701 32.11318188179766, 34.80542420052934 32.11317437367258, 34.80544207718668 32.11316533069568, 34.80545882631649 32.11315483995622, 34.80547428661509 32.11314300248623, 34.80548830919127 32.11312993228748, 34.80550075900003 32.11311575523361, 34.80551151614321 32.11310060785791, 34.80552047702422 32.11308463603832, 34.80552755534557 32.11306799359257, 34.80553268294006 32.11305084079684, 34.80553581042719 32.11303334284219, 34.80553690768866 32.11301566824358))"
32.115851594202894,34.80087992753622,157,2017,Albizia lebbeck,אלביציה צהובה,157_2017,"POLYGON ((34.80109184166275 32.11585226993708, 34.80109089896666 32.11583458889218, 34.80108792449672 32.11581707162546, 34.80108294689982 32.11579988683759, 34.80107601411399 32.11578320002729, 34.80106719290666 32.11576717189735, 34.80105656823165 32.115751956807, 34.80104424241095 32.11573770128554, 34.80103033414934 32.11572454262088, 34.80101497739107 32.11571260753774, 34.80099832003007 32.11570201097693, 34.80098052248546 32.11569285498869, 34.80096175615684 32.11568522774976, 34.80094220177346 32.11567920271419, 34.80092204765382 32.11567483790608, 34.80090148789207 32.11567217536068, 34.80088072048887 32.11567124071955, 34.80085994544447 32.1156720429838, 34.80083936283273 32.11567457442715, 34.80081917087434 32.11567881067061, 34.80079956402783 32.11568471091703, 34.80078073111694 32.11569221834412, 34.80076285351215 32.11570126065163, 34.80074610338398 32.11571175075761, 34.80073064204494 32.11572358763709, 34.80071661839607 32.11573665729493, 34.80070416749286 32.11575083386369, 34.80069340924464 32.1157659808157, 34.80068444725976 32.11578195227801, 34.80067736784775 32.11579859443709, 34.80067223918813 32.11581574702016, 34.80066911067372 32.11583324483873, 34.80066801243493 32.11585091937937, 34.80066895504958 32.11586860042669, 34.80067192944095 32.11588611770247, 34.80067690696519 32.11590330250567, 34.80068383968698 32.11591998933699, 34.80069266084142 32.11593601749284, 34.8007032854767 32.11595123261294, 34.80071561127235 32.11596548816694, 34.80072951952458 32.11597864686557, 34.80074487628946 32.11599058198291, 34.80076153367285 32.11600117857676, 34.80077933125472 32.11601033459564, 34.80079809763409 32.11601796186164, 34.80081765207972 32.11602398691966, 34.80083780627074 32.11602835174472, 34.80085836611024 32.11603101430096, 34.80087913359461 32.11603194894634, 34.80089990872044 32.11603114667967, 34.80092049141074 32.11602861522723, 34.80094068344182 32.11602437896847, 34.80096029035234 32.11601847870102, 34.80097912331613 32.11601097124803, 34.80099700096066 32.11600192891076, 34.80101375111389 32.11599143877226, 34.8010292124623 32.11597960185878, 34.80104323610456 32.11596653216677, 34.80105568698539 32.11595235556497, 34.80106644519633 32.1159372085823, 34.80107540713048 32.11592123709293, 34.80108248648022 32.11590459491141, 34.80108761506846 32.11588744231138, 34.80109074350511 32.115869944482, 34.80109184166275 32.11585226993708))"
32.12345789473684,34.80607517543859,207,2018,Albizia lebbeck,אלביציה צהובה,207_2018,"POLYGON ((34.80628710727743 32.12345856191688, 34.8062861635174 32.12344088092319, 34.80628318782318 32.12342336378954, 34.80627820885346 32.12340617921534, 34.80627127455949 32.12338949269726, 34.80626245172324 32.12337346493523, 34.80625182531419 32.12335825028504, 34.80623949767107 32.12334399527165, 34.80622558751616 32.12333083717812, 34.80621022881201 32.12331890272365, 34.80619356947123 32.12330830684305, 34.80617576993202 32.12329915157992, 34.80615700161319 32.12329152510407, 34.80613744526316 32.12328550086222, 34.80611728921938 32.1232811368708, 34.80609672759454 32.12327847515718, 34.80607595840718 32.12327754135494, 34.80605518167479 32.12327834445706, 34.80603459748748 32.12328087672928, 34.8060144040811 32.12328511378455, 34.80599479592814 32.12329101481794, 34.8059759618649 32.12329852299957, 34.80595808327296 32.1233075660219, 34.80594133233235 32.12331805679615, 34.80592587036342 32.12332989429085, 34.80591184627326 32.12334296450499, 34.80589939512161 32.12335714156575, 34.80588863682021 32.12337228894074, 34.80587967497789 32.12338826075287, 34.80587259590285 32.12340490318532, 34.80586746777135 32.12342205596266, 34.80586433997109 32.12343955389449, 34.80586324262566 32.12345722846635, 34.80586418630422 32.12347490946249, 34.80586716191987 32.12349242660522, 34.80587214081687 32.12350961119476, 34.8058790750468 32.12352629773389, 34.80588789783014 32.1235423255218, 34.80589852419946 32.1235575402018, 34.80591085181754 32.12357179524773, 34.80592476196308 32.12358495337524, 34.80594012067387 32.1235968878639, 34.80595678003706 32.12360748377756, 34.80597457961357 32.12361663907133, 34.80599334798315 32.12362426557424, 34.80601290439549 32.12363028983853, 34.80603306051069 32.12363465384691, 34.80605362221333 32.12363731557134, 34.80607439148186 32.12363824937786, 34.8060951682957 32.12363744627327, 34.80611575256161 32.12363491399199, 34.8061359460407 32.12363067692136, 34.80615555425771 32.12362477586694, 34.80617438837384 32.12361726765942, 34.80619226700551 32.12360822460729, 34.80620901797117 32.12359773380053, 34.80622447994947 32.1235858962718, 34.80623850403299 32.12357282602348, 34.80625095516224 32.12355864892968, 34.80626171342633 32.12354350152404, 34.80627067521787 32.12352752968484, 34.80627775423062 32.12351088722994, 34.80628288229072 32.12349373443566, 34.80628601001317 32.123476236493, 34.80628710727743 32.12345856191688))"
32.11311,34.8054266666667,213,2016,Albizia lebbeck,אלביציה צהובה,213_2016,"POLYGON ((34.80563857457746 32.11311066807523, 34.80563763102683 32.11309298704971, 34.80563465577044 32.11307546987592, 34.80562967746275 32.11305828525367, 34.80562274404865 32.11304159868006, 34.8056139223016 32.11302557085562, 34.80560329718062 32.11301035613668, 34.805590971012 32.11299610104885, 34.80557706250386 32.11298294287598, 34.80556170560287 32.11297100833797, 34.80554504820426 32.11296041237047, 34.80552725072759 32.11295125701793, 34.80550848457172 32.11294363045099, 34.80548893046431 32.11293760611722, 34.80546877672116 32.11293324203398, 34.80544821743284 32.11293058022952, 34.80542745059538 32.11292964633831, 34.80540667620363 32.11293044935415, 34.80538609432517 32.11293298154362, 34.80536590317362 32.11293721852048, 34.80534629719971 32.11294311948055, 34.80532746521882 32.11295062759462, 34.80530958859246 32.1129596705559, 34.80529283948169 32.11297016127608, 34.80527737918929 32.11298199872431, 34.80526335660616 32.11299506889996, 34.80525090677756 32.11300924593057, 34.80524014960247 32.11302439328409, 34.80523118867887 32.11304036508366, 34.80522411030613 32.11305700751249, 34.80521898265371 32.11307416029523, 34.80521585510475 32.11309165824147, 34.80521475778038 32.11310933283655, 34.80521570124958 32.11312701386453, 34.80521867642742 32.1131445310474, 34.80522365466243 32.11316171568497, 34.80523058801254 32.11317840227962, 34.80523940970672 32.11319443012995, 34.80525003478798 32.11320964487867, 34.80526236093157 32.11322389999901, 34.80527626943033 32.11323705820585, 34.80529162633796 32.11324899277802, 34.80530828375896 32.11325958877859, 34.80532608127292 32.11326874416176, 34.80534484747952 32.11327637075576, 34.80536440164919 32.11328239511194, 34.80538455546373 32.11328675921214, 34.80540511482981 32.11328942102741, 34.8054258817484 32.1132903549229, 34.80544665622156 32.1132895519046, 34.80546723817857 32.11328701970607, 34.80548742940282 32.11328278271385, 34.8055070354407 32.11327688173277, 34.80552586747448 32.1132693735928, 34.80554374414057 32.11326033060175, 34.80556049327635 32.11324983984905, 34.80557595357815 32.11323800236685, 34.80558997615462 32.11322493215702, 34.80560242596083 32.11321075509336, 34.80561318309865 32.11319560770922, 34.80562214397149 32.1131796358826, 34.80562922228197 32.11316299343132, 34.80563434986302 32.11314584063162, 34.80563747733422 32.11312834267457, 34.80563857457746 32.11311066807523))"
32.10225650793651,34.82093452380953,278,2018,Albizia lebbeck,אלביציה צהבה,278_2018,"POLYGON ((34.82114640704674 32.10225714987104, 34.82114546059531 32.10223946890824, 34.82114248270368 32.10222195204835, 34.82113750205165 32.10220476798814, 34.8211305666067 32.1021880822193, 34.82112174316188 32.10217205543459, 34.82111111669255 32.10215684198034, 34.82109878953796 32.10214258837002, 34.82108488041574 32.10212943187319, 34.82106952327845 32.10211749919366, 34.82105286602363 32.10210690524911, 34.82103506906942 32.10209775206457, 34.82101630380972 32.10209012778979, 34.82099675096345 32.10208410585028, 34.82097659883435 32.10207974424031, 34.82095604149739 32.10207708496432, 34.82093527692986 32.10207615363242, 34.82091450510472 32.10207695921381, 34.82089392606485 32.10207949395031, 34.82087373799649 32.10208373343119, 34.82085413532074 32.1020896368281, 34.82083530682116 32.10209714728844, 34.82081743382577 32.10210619248277, 34.82080068846066 32.1021166853013, 34.82078523199252 32.10212852469291, 34.82077121327544 32.10214159663833, 34.82075876731745 32.10215577524807, 34.82074801398024 32.10217092397479, 34.82073905682486 32.10218689692847, 34.82073198211431 32.10220354028116, 34.82072685798288 32.10222069374866, 34.82072373377975 32.1022381921339, 34.82072263959383 32.10225586691806, 34.82072358596388 32.10227354788333, 34.82072656377703 32.10229106475232, 34.82073154435644 32.1023082488279, 34.82073847973745 32.10232493461779, 34.82074730312947 32.1023409614284, 34.82075792955916 32.10235617491241, 34.82077025668878 32.10237042855526, 34.82078416580169 32.10238358508607, 34.82079952294566 32.10239551779975, 34.82081618022291 32.10240611177732, 34.82083397721442 32.10241526499245, 34.8208527425249 32.10242288929426, 34.82087229543341 32.10242891125617, 34.82089244763389 32.10243327288305, 34.82091300504856 32.10243593216982, 34.8209337696972 32.10243686350596, 34.8209545416037 32.10243605792207, 34.82097512072208 32.10243352317648, 34.82099530886305 32.10242928368024, 34.82101491160273 32.10242338026229, 34.8210337401551 32.10241586977602, 34.82105161319016 32.10240682455192, 34.82106835858022 32.10239633170089, 34.82108381505768 32.10238449227528, 34.82109783376807 32.1023714202957, 34.82111027970364 32.10235724165296, 34.82112103300354 32.10234209289563, 34.82112999010818 32.10232611991494, 34.82113706475644 32.10230947653985, 34.82114218881651 32.10229232305544, 34.82114531294192 32.10227482465941, 34.82114640704674 32.10225714987104))"
