,time,Latitude,Longitude,N,geoid,E,satellites,ellipsoid,PDOP,HDOP,VDOP,x,y,alt,MSL,surfaceAlt,speed,distance,UTC,All_time
8682,737014.6240189809,32.111474996164105,34.8080345177438,1,18.967,1,9,9.8,1.7,0.9,,670583.9851433861,3554222.95164131,1.0,-9.167,0,0.0,0.0,14:58:34,2017-11-15 14:58:34
8683,737014.6241925929,32.1113907060462,34.8080202428527,1,18.964000000000002,1,8,12.4,1.9,1.0,,670582.794952316,3554213.58391223,1.0,-6.564,0,0.629535641342437,9.443034620136551,14:58:49,2017-11-15 14:58:49
8684,737014.7695012729,32.1113722395715,34.8080946591612,1,18.964000000000002,1,6,13.5,1.7,1.4,,670589.851346559,3554211.65439013,1.0,-5.4639999999999995,0,0.00258070475430668,7.3154463458905195,18:28:04,2017-11-15 18:28:04
8685,737014.916894213,32.1114093441989,34.8082478029252,1,18.967,1,9,13.7,2.0,0.9,,670604.233198138,3554216.01062949,1.0,-5.267,0,0.0049845342672378,15.027124682155199,22:00:19,2017-11-15 22:00:19
8686,737014.917066898,32.1115381553538,34.808532405683195,1,18.969,1,8,14.4,3.4,1.1,,670630.849053347,3554230.74246279,1.0,-4.569,0,2.03893376997608,30.4208918480431,22:00:34,2017-11-15 22:00:34
8687,737014.917240625,32.1116273566852,34.808654939026496,1,18.968,1,8,17.1,3.4,1.1,,670642.245469276,3554240.8261666,1.0,-1.868,0,1.01379581802726,15.217075228589199,22:00:49,2017-11-15 22:00:49
8688,737014.9174142359,32.111628119361804,34.8086482244006,1,18.97,1,8,17.8,3.4,1.1,,670641.610448919,3554240.90008809,1.0,-1.17,0,0.042620560501161,0.639308407517415,22:01:04,2017-11-15 22:01:04
8689,737014.917587847,32.1116038720953,34.8086327167503,1,18.969,1,7,16.5,1.4,1.0,,670640.192250245,3554238.18726465,1.0,-2.469,0,0.204077310932935,3.06115966399403,22:01:19,2017-11-15 22:01:19
8690,737014.917761343,32.1115669288128,34.8086310450645,1,18.969,1,6,17.7,1.4,1.0,,670640.103258486,3554234.08876645,1.01586667699386,-1.2690000000000001,0,0.27347993555919897,4.0994642340324,22:01:34,2017-11-15 22:01:34
8691,737014.9179350691,32.1115418918247,34.808626354372805,1,18.969,1,7,17.1,1.4,1.0,,670639.707231511,3554231.30552081,0.9947671591569741,-1.869,0,0.18729378545828598,2.8112797197288706,22:01:49,2017-11-15 22:01:49
8692,737014.9181084491,32.1115295438969,34.8086678066663,1,18.969,1,7,18.2,1.4,1.0,,670643.641708344,3554230.0021798997,0.9067679056229809,-0.7690000000000021,0,0.27668439624899,4.1447322558098705,22:02:04,2017-11-15 22:02:04
8693,737014.9182819441,32.1115187363496,34.8086839732516,1,18.969,1,7,19.7,1.4,1.0,,670645.187323648,3554228.82956897,0.8061762472966899,0.7309999999999979,0,0.12942551178411,1.94008842164381,22:02:19,2017-11-15 22:02:19
8694,737014.918455903,32.111515992715894,34.8086617963344,1,18.97,1,7,19.8,1.4,1.0,,670643.0997837139,3554228.49025938,0.8960311545528091,0.8300000000000021,0,0.14071429978186903,2.11493592572149,22:02:34,2017-11-15 22:02:34
8695,737014.918629398,32.1115739621833,34.8086757127013,1,18.969,1,7,20.0,1.4,1.0,,670644.3050695279,3554234.93929627,1.18829052153735,1.031,0,0.437671812685945,6.56070047216231,22:02:49,2017-11-15 22:02:49
8696,737014.9188033559,32.1116291115541,34.8086574316727,1,18.969,1,8,20.6,3.3,1.0,,670642.477412855,3554241.02467463,0.855045689291795,1.631,0,0.422748432146914,6.3539089351681195,22:03:04,2017-11-15 22:03:04
8697,737014.9189768521,32.111622817124,34.808571623740896,1,18.97,1,8,18.5,3.3,1.0,,670634.3921760829,3554240.19091012,0.867304211813168,-0.469999999999999,0,0.542235673961537,8.12811275268344,22:03:19,2017-11-15 22:03:19
8698,737014.919150232,32.1115466981443,34.80852565325,1,18.967,1,9,19.1,2.0,0.9,,670630.195987144,3554231.67889553,2.56123955090915,0.133000000000003,0,0.633519416925115,9.49012086553823,22:03:34,2017-11-15 22:03:34
8699,737014.919323958,32.1114923931082,34.8084854305103,1,18.968,1,9,26.1,2.0,0.9,,670626.501565129,3554225.59446765,4.9120777369142905,7.132000000000001,0,0.474231661112601,7.11821723330014,22:03:49,2017-11-15 22:03:49
8700,737014.9194975691,32.111472121705,34.8084725566589,1,18.969,1,8,27.1,3.2,1.0,,670625.324490961,3554223.32661635,7.58926459878994,8.131,0,0.170341527661053,2.55512291491579,22:04:04,2017-11-15 22:04:04
8701,737014.9196711809,32.111506203154896,34.808506068028194,1,18.967,1,8,26.7,3.2,1.0,,670628.423253122,3554227.15825349,9.84122803684978,7.733,0,0.328523769515466,4.92785654273199,22:04:19,2017-11-15 22:04:19
8702,737014.919845023,32.1115244927816,34.8084958212029,1,18.968,1,9,33.0,2.0,0.9,,670627.422313791,3554229.16977019,12.509538897542301,14.032,0,0.149586753700172,2.24679304057658,22:04:34,2017-11-15 22:04:34
8703,737014.920018287,32.1114752963793,34.808480391064,1,18.969,1,8,34.2,3.2,1.0,,670626.057849552,3554223.69099587,16.4716201499583,15.231,0,0.37716267774760104,5.64612528588159,22:04:49,2017-11-15 22:04:49
